var_1,var_2
j,h
h,i
c,m
i,j
i,m
a,m
g,m
h,k
e,d
i,b
i,n
i,e
a,k
c,i
i,m
n,b
e,o
a,m
a,o
i,f
h,h
h,m
l,b
c,g
g,h
e,i
g,j
i,g
d,b
l,j
c,g
i,l
b,h
h,f
i,d
f,m
e,l
m,f
g,d
e,j
i,b
k,b
h,j
h,e
o,c
i,a
k,a
o,h
a,c
k,a
o,l
m,k
k,h
e,h
o,b
c,i
o,d
k,n
a,m
a,c
g,d
o,l
g,c
h,d
g,l
a,g
o,c
d,c
e,l
j,b
j,g
e,b
e,a
o,g
f,o
c,o
a,m
b,f
g,f
j,g
k,o
g,e
a,o
j,a
j,h
e,d
m,g
c,o
g,d
g,k
i,n
h,k
a,j
b,b
n,b
e,c
h,b
k,h
o,k
e,e
g,l
k,j
a,b
h,h
h,c
a,n
j,c
a,h
i,l
n,j
j,d
b,f
f,j
e,g
h,o
c,n
f,h
b,g
i,m
c,o
h,l
k,a
l,h
l,n
i,n
g,e
h,l
g,d
e,l
h,a
o,k
g,o
k,n
f,o
f,i
l,o
j,n
f,n
d,b
c,h
e,d
f,m
o,f
j,l
i,j
f,i
b,j
f,b
b,g
j,g
m,l
j,m
m,g
j,a
e,n
c,m
i,f
a,e
b,m
k,h
j,k
o,g
b,b
h,g
k,j
d,k
i,n
g,h
k,l
i,h
a,a
f,j
m,o
o,c
a,d
h,b
n,i
g,i
f,n
j,n
d,a
d,k
m,l
c,j
f,a
a,n
i,a
e,g
n,e
h,b
c,e
g,h
f,e
c,o
b,l
m,d
d,c
i,o
m,m
f,k
g,c
j,i
k,c
i,j
j,n
m,k
l,c
b,j
e,o
m,g
c,i
i,e
k,o
j,e
m,b
c,o
o,g
c,j
n,i
d,a
i,j
g,b
d,o
e,n
j,l
d,b
b,c
f,b
c,n
c,b
g,f
c,g
j,j
h,d
o,o
b,l
b,k
e,n
g,j
j,g
l,i
j,k
e,e
d,g
f,d
f,c
b,e
m,h
d,d
c,k
o,d
i,e
c,k
n,c
i,a
i,g
j,n
l,h
c,e
m,c
i,m
f,j
k,d
h,g
n,j
f,f
d,k
e,m
n,b
b,a
l,k
d,k
a,a
a,f
c,g
l,l
j,k
a,j
n,h
e,h
n,n
d,h
d,a
h,g
c,f
c,g
b,d
o,a
e,l
h,i
g,c
o,a
l,a
a,k
b,l
l,j
j,l
k,c
o,h
n,f
k,g
k,n
o,h
m,c
a,a
h,g
j,c
b,d
h,n
k,o
e,n
o,i
h,j
f,j
h,o
b,m
c,n
b,g
e,l
e,c
h,d
e,m
g,c
d,k
h,g
c,f
f,l
f,n
b,c
l,i
m,j
a,a
n,n
c,i
d,l
m,d
m,f
i,n
d,j
k,o
i,i
a,l
l,m
o,k
m,i
o,h
m,c
k,n
l,d
m,l
g,h
i,f
n,d
b,a
l,m
i,m
f,h
e,j
m,n
l,b
g,e
k,n
n,j
f,o
g,m
c,o
a,g
m,d
a,k
c,o
g,h
i,f
i,o
b,g
m,d
n,j
f,l
b,e
c,a
g,h
k,h
c,l
g,l
n,e
h,k
f,o
g,e
m,l
l,n
i,d
h,c
i,j
j,k
h,l
d,c
j,h
f,a
c,n
j,l
a,g
h,f
b,l
n,c
o,b
l,n
b,m
d,g
o,j
m,k
e,i
n,n
k,m
a,h
f,a
l,j
j,b
c,m
a,g
a,h
k,i
f,c
c,l
n,o
j,n
f,g
d,f
m,d
f,c
a,h
n,o
i,a
h,b
b,c
a,i
h,h
j,h
c,f
d,b
g,j
g,a
e,h
g,a
n,m
d,i
a,f
f,b
g,o
k,o
k,j
d,d
g,d
d,g
l,n
c,o
g,b
e,j
a,i
f,c
m,g
d,h
l,k
l,o
o,h
g,i
o,d
d,a
h,e
c,o
c,a
h,m
f,c
g,d
i,l
n,i
d,l
l,d
o,j
f,n
l,b
m,h
h,m
g,e
d,f
j,c
o,j
j,d
k,m
i,h
h,c
o,d
o,h
j,o
l,o
l,f
a,f
n,h
j,j
e,b
b,b
a,o
f,n
n,e
d,i
i,i
n,i
h,d
o,k
n,b
l,d
n,b
m,h
k,d
l,n
f,m
c,e
g,l
b,e
n,n
c,i
h,i
f,e
k,c
g,l
c,m
n,g
b,b
l,l
b,a
h,a
b,d
g,n
o,k
f,o
d,i
c,a
n,n
j,e
k,m
m,g
k,k
g,i
i,n
o,b
g,o
b,l
h,m
k,c
a,m
d,m
n,o
o,i
c,d
g,k
m,e
c,f
j,b
o,f
i,f
e,g
j,e
a,e
l,c
i,d
e,j
a,l
o,h
c,d
g,m
a,m
a,j
b,j
d,c
d,j
m,o
k,d
i,e
i,h
m,f
l,e
k,j
k,b
b,k
h,m
l,g
o,c
d,a
a,k
e,m
h,l
g,m
d,c
o,j
f,c
b,c
k,c
i,f
l,j
h,j
n,f
k,b
b,n
e,a
a,k
o,j
i,e
i,j
l,i
b,d
d,n
f,j
n,c
c,m
c,k
h,g
i,n
g,g
b,b
d,n
d,o
i,a
i,f
m,c
n,j
k,c
b,g
c,c
c,b
n,b
a,n
n,d
a,m
j,h
m,m
h,b
l,b
a,g
g,g
e,h
g,h
m,g
g,d
d,o
c,e
c,d
f,o
n,e
j,j
o,m
j,b
d,f
c,c
b,c
f,k
c,m
f,i
a,n
e,a
l,f
h,g
k,d
l,g
n,i
f,i
a,i
k,f
j,a
i,m
m,l
d,m
o,j
o,n
g,k
j,a
h,d
k,h
i,f
e,m
a,j
a,b
l,f
h,k
g,j
d,f
m,d
i,k
l,g
c,n
b,b
g,d
d,o
i,d
h,j
c,b
e,l
b,a
k,i
g,g
c,i
e,c
f,j
l,j
n,f
e,k
j,m
a,j
m,g
k,c
c,c
b,f
b,m
c,b
j,a
a,e
g,f
a,l
g,k
d,c
f,c
f,a
f,c
m,e
m,a
a,e
m,f
l,o
i,e
l,l
j,j
c,i
k,j
o,b
j,c
e,m
n,k
l,c
i,m
j,b
l,e
g,k
c,j
a,a
e,o
n,a
k,d
f,b
g,c
e,k
a,g
e,j
h,a
i,b
e,b
j,f
i,m
b,d
h,c
n,m
f,c
h,o
j,c
o,j
i,a
d,c
c,i
o,k
j,h
g,b
d,e
b,b
j,i
k,h
k,b
h,m
b,o
k,j
a,a
d,h
m,b
i,c
g,b
l,h
n,f
f,o
m,e
j,k
f,d
n,m
j,c
h,b
c,k
e,g
f,o
o,l
k,o
b,k
a,f
b,n
c,i
a,l
g,c
a,i
m,f
h,d
o,n
f,j
o,e
f,d
d,o
a,n
h,d
l,k
h,j
a,d
d,f
o,c
b,n
c,d
b,c
d,j
d,f
n,c
f,f
o,g
m,i
i,j
c,l
d,a
m,n
e,k
i,a
k,l
e,b
l,n
a,m
e,f
o,f
i,h
d,l
o,c
j,d
e,b
k,l
l,m
l,l
g,i
h,g
a,l
n,h
a,g
f,k
k,f
j,a
f,e
n,c
k,c
n,i
m,g
a,h
n,g
o,k
e,n
o,g
a,e
g,j
n,a
n,b
k,h
b,g
m,f
b,o
h,a
h,a
b,l
m,l
m,k
n,f
c,n
e,c
e,n
l,l
m,i
j,c
d,o
f,c
k,l
i,n
i,h
e,b
i,n
c,m
o,k
j,i
a,e
o,i
h,l
n,l
c,g
a,c
l,m
d,g
n,g
c,e
f,a
n,f
n,d
m,i
f,g
n,o
d,a
d,b
k,b
h,n
m,j
b,j
f,f
o,k
g,o
j,l
o,g
b,k
m,l
j,h
j,m
c,m
g,h
b,a
d,a
c,h
e,i
n,i
n,a
e,c
n,m
m,k
o,b
f,g
k,c
h,d
l,j
m,g
g,c
f,n
d,k
g,f
b,h
c,b
i,g
e,a
h,b
c,a
g,a
m,a
l,e
d,b
h,a
m,o
k,i
d,l
j,g
f,o
i,f
j,j
e,b
c,k
m,m
f,i
i,d
e,e
o,n
c,h
k,c
i,d
f,e
b,b
k,h
i,f
g,c
l,d
a,h
o,c
b,l
a,e
j,h
b,j
d,m
e,j
a,l
l,j
f,a
b,k
c,b
c,k
a,k
a,g
o,c
l,e
k,h
e,f
e,b
c,o
o,d
o,a
f,i
i,f
h,d
l,c
n,b
o,i
e,d
c,j
a,c
f,i
b,k
o,c
d,a
c,a
f,f
h,k
k,h
l,m
f,g
d,g
n,a
d,m
h,g
e,c
b,e
h,a
j,l
f,n
m,m
m,k
c,i
a,e
b,g
a,j
k,c
c,l
h,a
e,e
b,k
e,c
d,f
f,m
a,d
o,i
i,d
m,h
i,o
f,n
j,k
b,b
k,b
f,f
k,a
l,a
b,l
m,i
b,j
b,d
a,k
i,l
k,m
f,d
e,j
n,f
f,m
e,h
e,m
c,g
g,g
c,d
g,h
a,d
h,g
b,c
g,m
f,l
j,b
f,a
k,j
a,i
d,l
m,i
m,o
i,o
i,b
m,n
d,j
m,c
n,a
n,c
g,n
c,d
o,b
f,b
e,b
f,m
n,b
n,j
c,k
m,c
m,l
i,h
a,a
a,l
f,k
g,k
h,n
a,d
k,b
e,f
e,c
e,c
a,k
l,n
m,a
b,k
j,e
k,j
e,e
n,k
f,o
a,n
h,h
a,j
f,b
c,e
o,h
o,c
h,i
i,b
e,m
d,g
o,k
n,d
f,d
f,n
l,c
n,m
m,e
n,c
j,n
d,f
o,o
j,o
e,i
b,n
h,c
a,a
d,c
l,i
e,i
o,j
o,h
c,f
o,k
m,c
j,c
e,j
a,c
h,a
g,h
e,n
k,n
e,g
f,l
f,c
b,n
d,c
o,g
o,d
c,h
g,j
h,c
f,g
e,i
n,g
m,n
i,l
b,l
o,c
e,d
e,f
c,o
a,d
b,j
a,e
b,h
h,g
f,g
d,a
f,l
e,l
d,o
e,e
a,m
b,h
m,g
j,c
b,a
o,a
f,e
c,j
h,a
m,a
f,b
e,d
e,g
k,k
e,d
a,k
n,g
h,m
i,f
l,f
h,e
d,n
n,i
c,n
l,m
d,o
a,c
n,b
l,e
n,e
j,c
e,i
a,n
b,n
b,j
l,c
f,a
a,n
n,i
d,j
h,i
c,i
l,k
e,n
f,d
i,b
k,a
a,j
d,g
e,b
o,l
l,d
a,i
h,c
k,a
h,c
c,c
d,e
l,a
o,l
a,k
e,l
n,c
l,a
j,f
m,n
k,f
i,e
a,h
m,a
k,b
n,j
o,o
d,e
o,d
c,g
n,b
f,f
h,i
k,l
e,h
d,h
m,k
f,h
l,e
m,a
j,a
i,j
e,f
e,n
j,k
h,h
j,m
h,f
j,i
l,a
k,o
l,l
o,l
m,m
l,c
k,o
g,k
n,n
j,m
c,g
h,d
j,k
o,m
h,l
o,o
j,k
f,b
f,e
j,j
b,m
o,h
o,a
c,f
n,f
o,b
h,e
a,b
a,g
o,h
l,i
n,h
d,a
j,j
o,b
b,c
c,f
i,g
f,a
o,c
d,h
c,o
c,b
f,n
c,a
l,g
g,h
c,n
b,m
f,i
f,j
a,n
o,g
d,i
e,m
b,e
l,k
d,i
e,g
j,a
b,d
i,c
e,o
e,g
o,c
o,d
k,a
l,i
f,l
e,l
c,e
e,c
f,o
c,h
k,d
m,b
g,b
h,e
f,o
e,m
a,e
h,d
e,c
k,h
j,g
c,c
m,g
i,m
k,n
d,c
j,c
h,j
d,k
n,o
a,f
e,a
m,e
f,c
m,d
e,k
k,c
b,d
c,d
n,k
l,d
d,c
c,e
o,h
n,o
c,e
g,d
i,e
h,i
m,l
n,m
n,i
m,c
m,a
b,j
h,o
c,i
a,d
j,h
e,m
f,f
m,e
l,k
l,d
j,k
k,m
l,l
b,f
j,n
g,i
g,o
k,h
h,f
n,m
i,f
m,j
h,n
m,d
l,e
n,b
i,m
o,m
n,h
o,o
o,a
j,k
f,m
g,o
d,b
o,k
g,o
k,g
h,j
o,k
o,n
m,h
o,f
b,e
c,j
a,f
a,k
o,n
f,n
a,n
f,f
a,m
k,m
j,n
h,m
f,l
g,c
k,f
o,l
l,j
f,e
f,i
k,n
c,g
l,h
c,k
i,d
m,d
k,a
j,n
d,g
f,g
m,o
l,l
i,g
j,d
h,f
j,l
h,n
g,j
d,m
e,i
a,c
j,i
j,l
g,h
i,b
h,o
h,d
a,j
o,b
i,d
m,g
h,d
c,o
l,j
e,o
b,j
d,n
l,l
c,h
h,i
a,n
h,f
f,k
e,o
f,g
c,n
m,b
b,o
d,h
b,h
c,d
j,f
m,h
d,a
j,k
n,k
d,h
m,a
i,l
e,l
e,h
d,d
l,j
k,n
g,k
a,b
a,a
i,b
a,k
c,m
j,e
a,k
h,o
h,i
k,f
d,b
f,f
g,a
e,a
g,d
b,f
c,l
f,a
k,m
h,c
c,e
c,i
n,n
b,g
d,l
i,o
b,c
l,d
c,f
a,g
o,b
n,h
j,c
e,h
k,o
e,c
h,k
n,k
f,i
b,e
h,l
i,j
d,l
n,b
g,j
e,j
i,e
c,e
i,d
e,a
g,e
g,g
i,n
o,m
n,j
i,m
n,n
e,l
o,f
l,a
c,g
a,c
d,g
l,c
g,k
a,n
d,n
b,j
k,m
o,k
i,d
b,m
j,j
j,d
o,a
c,f
n,o
o,o
o,l
j,k
m,b
g,a
l,k
b,g
h,m
d,o
o,i
i,f
a,d
o,c
h,g
g,g
g,g
m,k
g,d
d,i
c,k
l,g
o,l
h,j
c,i
n,h
m,l
g,m
f,e
l,h
a,d
o,e
j,j
b,h
b,i
m,m
e,n
e,g
m,n
h,j
k,d
c,e
k,h
e,k
g,a
n,a
l,e
g,o
n,b
c,k
j,o
h,n
h,l
c,j
c,d
m,l
m,g
c,d
f,o
h,m
h,m
k,c
h,l
o,h
c,l
f,n
b,b
m,h
j,b
g,e
e,g
c,k
i,m
b,h
g,o
k,h
i,k
b,i
j,k
f,i
i,e
c,l
n,j
n,f
c,d
d,k
d,c
k,o
k,h
c,n
k,a
j,d
l,e
c,c
m,d
m,e
l,a
k,j
c,f
l,a
e,k
m,l
h,f
m,a
l,e
e,o
f,a
l,n
e,d
c,d
k,g
f,k
b,e
n,o
d,e
g,h
f,b
l,g
d,l
l,m
k,c
k,a
e,c
e,i
c,g
f,f
j,c
e,m
a,i
a,m
m,d
l,n
h,e
g,g
h,h
c,j
n,c
c,b
o,f
b,g
d,b
d,a
j,g
k,d
m,a
o,b
g,m
h,f
f,l
h,k
b,j
a,e
c,i
g,o
i,f
c,g
o,b
h,n
m,h
f,n
k,e
e,j
n,e
c,f
f,e
b,e
m,o
c,o
d,a
h,a
e,k
k,l
h,b
j,h
g,o
a,c
e,g
b,l
h,h
a,k
e,b
a,e
f,o
n,m
n,m
h,k
c,h
f,h
h,g
n,d
j,l
o,f
n,c
a,f
e,a
k,b
j,b
n,b
a,a
b,f
i,j
n,l
n,a
m,h
e,n
h,d
h,i
l,i
e,o
i,e
j,e
n,l
g,k
h,d
n,f
o,j
d,m
i,k
j,d
b,m
e,m
b,i
d,b
h,g
m,n
g,h
g,h
g,g
e,o
b,d
h,k
l,n
a,l
f,d
j,m
c,b
b,h
c,c
a,f
b,c
a,l
a,d
h,m
o,b
d,b
h,f
j,k
i,b
f,h
c,n
j,h
m,j
k,i
b,b
e,d
m,h
a,a
n,a
n,f
l,f
c,c
f,j
i,h
j,c
c,a
f,d
n,j
c,f
l,a
d,b
i,l
h,a
e,e
c,m
k,o
m,b
b,j
j,a
h,h
c,d
e,j
g,l
a,c
k,a
h,c
b,j
a,m
m,c
e,i
h,e
c,g
m,d
n,g
l,b
a,h
f,n
f,f
c,f
h,j
l,f
e,o
n,m
j,m
c,c
g,c
g,d
i,g
j,o
c,k
o,j
i,h
n,c
h,k
k,l
c,l
g,l
j,k
g,j
l,h
j,f
o,h
m,e
f,d
a,j
c,l
e,m
d,g
b,g
i,j
b,a
h,i
l,a
f,f
n,e
l,l
o,m
c,c
h,n
l,c
c,j
e,i
d,e
d,a
m,d
g,l
i,j
e,i
i,e
i,m
b,h
i,j
o,k
d,a
i,j
k,f
j,m
g,h
b,d
o,a
i,n
a,i
k,d
b,k
h,k
o,m
l,d
d,m
g,c
m,d
b,i
c,a
h,b
l,d
c,h
f,k
d,m
e,o
i,g
n,h
o,j
i,k
l,f
e,h
f,o
f,i
a,n
c,c
g,n
m,k
m,b
o,m
e,n
g,h
j,h
j,h
g,o
o,d
h,b
g,a
d,h
b,d
d,g
d,h
m,j
o,h
f,k
e,n
m,c
n,c
b,n
m,j
f,c
a,i
c,d
k,m
c,m
i,b
k,e
j,k
d,h
n,i
k,i
g,a
c,f
i,h
o,e
h,h
j,k
b,i
i,m
h,d
m,h
a,h
e,b
j,f
b,m
b,d
a,j
b,d
d,h
l,i
m,g
l,f
i,o
g,l
i,f
a,m
e,i
e,a
o,b
g,k
d,o
c,k
b,l
n,d
f,m
l,o
o,n
l,c
n,b
k,l
g,f
f,n
g,j
m,a
i,i
e,j
c,a
a,k
j,m
h,d
k,d
l,h
k,d
k,n
g,l
g,e
e,c
a,g
m,n
b,j
h,a
f,j
m,f
n,c
k,n
k,n
m,n
l,o
a,o
o,a
i,f
a,j
f,k
b,i
a,k
m,g
m,i
k,l
k,o
k,j
m,c
h,b
d,k
m,c
o,f
j,i
e,a
b,d
j,b
k,m
b,n
n,e
k,g
m,f
c,a
m,m
h,n
h,k
b,o
n,f
o,g
a,m
j,e
i,j
c,e
b,e
e,d
c,g
g,o
j,e
c,g
g,h
m,f
f,h
d,o
o,a
c,a
g,o
k,e
o,g
m,l
n,l
i,e
n,o
l,o
h,i
l,c
g,b
j,a
l,c
a,l
m,k
f,h
g,g
n,c
f,d
a,b
g,a
f,k
e,f
j,j
d,a
d,h
l,i
m,a
j,l
h,k
a,i
e,c
b,e
n,m
o,l
m,n
h,m
g,j
h,d
g,m
i,j
h,h
b,d
d,i
j,o
m,f
o,n
e,j
c,a
k,n
i,l
d,k
f,o
d,j
k,l
f,a
b,d
j,e
h,b
c,n
f,k
b,j
h,d
j,e
f,l
f,f
g,a
o,m
d,m
g,j
a,f
f,m
g,g
n,a
l,f
k,k
d,c
e,c
g,f
j,a
a,f
c,n
g,i
b,e
h,k
l,n
n,b
i,k
f,i
d,h
i,l
o,h
k,h
k,f
c,i
o,a
l,a
h,o
i,d
k,c
o,c
i,d
a,i
l,b
j,n
g,j
m,i
h,j
h,i
f,h
h,n
k,a
g,o
l,j
m,j
g,o
o,k
h,a
m,n
i,m
b,o
i,o
h,j
o,d
k,a
b,d
k,c
j,k
l,e
d,b
b,i
f,a
j,m
l,n
d,l
l,h
k,f
a,l
a,h
h,f
a,m
d,h
l,b
n,g
n,h
j,i
n,c
j,g
i,a
j,j
o,l
f,h
f,i
m,f
k,a
m,d
b,a
o,o
d,g
g,b
l,l
n,m
f,f
g,o
b,o
b,e
n,a
k,b
b,k
n,o
f,c
g,h
d,j
a,n
o,m
l,g
b,c
k,e
e,k
b,h
k,m
a,i
i,m
h,i
c,b
j,j
k,d
i,g
h,e
m,j
h,h
j,h
h,j
m,k
i,i
j,n
m,o
k,c
g,f
a,l
j,l
h,i
m,f
n,h
g,h
m,k
i,m
i,i
n,g
l,k
l,a
c,f
o,h
c,a
g,c
k,b
l,l
e,j
i,a
f,g
b,a
l,m
f,a
o,n
j,m
e,b
k,f
d,i
f,i
j,i
l,e
m,g
g,b
o,d
l,i
o,m
l,i
d,o
a,m
k,b
g,o
j,n
l,e
e,b
a,n
g,f
o,b
o,f
g,i
m,m
o,f
k,n
i,h
e,e
a,b
b,a
d,n
a,a
m,n
e,b
i,m
g,o
j,h
o,a
o,b
g,g
o,d
n,e
g,e
c,h
j,o
a,k
j,k
k,b
e,d
f,f
n,k
l,e
f,m
e,k
i,b
l,k
b,i
e,j
c,h
i,j
b,f
a,a
f,g
g,k
i,j
i,k
h,b
l,f
l,o
j,a
i,d
c,f
j,g
k,d
n,i
m,a
l,h
f,e
n,g
b,o
k,g
e,k
g,d
j,h
j,o
j,k
o,a
n,h
d,f
f,h
o,n
d,d
f,i
k,j
b,o
d,b
h,c
m,m
a,m
g,a
k,e
h,g
d,c
b,l
b,c
f,a
h,i
c,c
l,i
d,g
o,n
e,a
n,k
h,k
a,l
b,h
f,e
e,n
m,n
o,b
k,h
k,g
a,n
b,o
b,g
o,l
o,f
c,d
i,a
o,e
a,o
b,c
f,k
b,o
n,k
o,f
b,f
m,e
e,e
g,g
g,e
e,a
a,j
b,e
o,o
l,e
f,i
a,e
n,m
e,k
f,f
d,i
b,k
k,j
f,k
f,h
n,c
f,a
f,e
h,i
d,f
i,d
j,l
d,f
a,m
g,k
j,m
l,b
f,d
m,l
i,m
b,j
h,c
k,m
h,o
f,n
n,i
l,f
b,d
f,c
e,d
f,m
h,n
h,c
b,e
m,j
e,b
g,n
b,l
m,g
f,l
c,d
d,m
c,o
e,e
a,g
e,d
n,g
d,n
m,m
g,d
j,l
n,k
f,h
h,f
i,g
i,o
g,l
n,e
l,k
d,e
m,d
f,b
j,i
j,j
o,f
k,i
b,f
k,a
f,o
e,g
b,m
a,b
f,e
k,i
d,l
a,h
c,j
h,a
b,m
o,k
d,a
e,i
h,g
a,k
m,k
l,m
j,i
c,m
k,l
n,a
m,n
j,o
j,b
c,n
h,n
m,n
g,i
d,c
i,n
m,l
i,j
j,h
g,l
n,m
k,k
a,m
i,d
c,o
l,b
e,b
f,d
o,e
l,e
g,j
e,g
k,g
j,n
i,l
f,f
c,d
k,g
m,i
b,g
g,e
o,f
a,d
k,b
f,f
n,j
e,j
m,f
l,o
a,d
d,i
j,c
o,o
o,h
h,m
m,d
l,o
d,h
n,e
l,h
a,e
c,l
j,n
k,b
j,i
f,c
c,c
j,b
h,j
g,a
d,h
m,f
n,a
m,l
d,h
i,m
i,c
e,e
j,l
d,k
l,k
d,j
h,g
e,d
d,n
h,i
d,c
a,a
h,k
f,d
c,e
a,o
l,k
a,d
f,i
a,c
j,b
i,a
b,g
i,g
d,l
e,k
k,b
e,h
h,b
g,h
g,e
g,m
f,f
n,a
n,o
g,i
g,c
h,j
n,h
o,j
a,b
a,o
l,j
j,n
g,m
a,m
e,g
g,f
k,k
g,l
l,o
c,b
o,d
e,d
g,f
f,h
i,g
a,i
n,c
g,h
l,c
n,k
g,b
l,n
o,a
j,f
h,n
b,k
i,b
n,e
g,f
f,j
n,c
f,k
m,m
a,g
e,e
c,k
k,g
f,b
i,i
n,f
c,f
i,i
j,o
j,g
h,e
c,j
o,i
f,a
f,d
m,g
m,h
a,k
e,i
n,h
l,k
h,o
b,j
n,n
k,k
b,j
n,g
c,i
k,c
f,b
o,c
f,c
k,g
e,k
l,h
e,e
i,k
g,j
m,a
f,c
n,i
h,f
n,b
l,k
k,j
b,e
i,i
h,d
m,k
k,i
m,f
g,o
b,i
o,d
m,g
h,a
j,m
i,b
o,g
i,e
h,g
m,f
h,j
k,d
c,b
k,a
l,j
e,j
f,c
f,k
f,m
k,g
j,e
m,e
j,g
g,h
o,j
o,j
c,o
f,n
l,k
i,d
f,d
d,j
e,a
e,i
e,e
b,m
n,i
h,b
f,f
g,a
n,m
e,e
k,g
f,c
h,n
c,o
n,a
i,a
k,i
n,a
i,g
j,l
h,n
g,e
a,m
i,c
l,l
o,d
d,b
g,h
i,b
h,f
a,d
b,k
c,l
d,j
i,e
b,k
l,i
k,a
h,n
g,j
a,h
f,g
e,f
i,k
e,f
n,d
i,j
c,h
c,c
g,l
e,c
j,k
d,m
h,e
l,a
c,b
h,l
g,k
f,f
g,m
k,d
b,j
b,l
k,d
f,j
h,h
b,k
m,j
b,i
i,f
c,j
b,h
g,d
e,e
e,e
e,a
k,h
j,f
g,a
m,k
l,e
k,g
c,b
o,j
b,n
k,h
g,b
l,j
l,e
b,l
o,o
g,g
g,k
n,l
i,a
l,c
g,a
l,c
a,i
j,f
l,b
e,c
g,i
j,h
c,f
a,f
c,c
h,g
g,k
d,a
f,g
d,f
j,g
b,j
n,a
a,n
k,c
h,n
m,c
i,n
e,h
c,m
j,a
j,h
j,o
j,j
n,m
c,b
l,f
m,c
f,n
o,o
k,h
g,o
d,f
h,m
b,j
d,m
b,l
l,d
n,h
l,n
l,l
a,f
a,d
l,l
c,o
a,b
j,d
f,a
k,j
c,k
b,c
i,a
m,d
l,l
o,k
e,d
e,k
a,e
i,d
a,b
o,l
e,h
b,a
a,n
e,e
a,g
m,l
a,n
k,b
f,i
a,f
n,l
c,d
h,f
a,b
m,h
e,m
h,a
k,k
k,m
k,c
k,k
j,b
d,l
k,c
j,o
l,l
f,g
o,l
m,d
e,e
h,b
e,d
j,m
m,c
j,b
g,a
l,b
h,c
k,e
j,i
l,k
n,c
e,l
o,e
c,l
o,o
b,o
e,d
j,m
d,c
j,h
a,a
n,b
d,b
a,m
m,g
n,h
g,f
l,c
c,l
b,d
c,o
m,j
i,m
m,b
g,d
h,o
b,i
c,b
l,l
b,l
o,f
m,j
e,m
b,g
l,h
m,b
n,l
m,n
i,l
j,j
f,g
b,k
l,f
j,g
k,k
n,o
c,h
l,k
j,e
m,a
j,o
a,h
l,h
g,a
c,c
o,a
a,n
n,e
l,h
g,c
e,e
e,d
c,n
h,h
m,o
d,l
f,n
k,c
b,m
o,m
d,d
h,n
l,j
b,o
e,h
i,l
b,c
d,g
k,n
j,o
d,f
d,h
g,k
o,i
n,o
i,f
f,o
e,e
m,l
b,b
e,e
f,a
d,c
a,m
j,d
j,a
n,f
d,b
o,h
n,o
m,g
e,a
a,b
d,k
m,c
m,h
c,k
e,h
o,j
b,o
j,b
d,j
a,j
l,l
l,d
m,h
g,c
c,d
a,n
n,j
m,f
a,o
f,l
o,m
i,j
g,a
l,i
b,j
h,o
a,m
a,f
g,g
k,m
g,n
g,c
d,f
i,a
n,a
k,a
b,e
d,g
j,g
k,g
n,l
i,b
h,o
d,o
l,e
c,b
b,m
l,n
n,k
m,g
n,f
k,e
b,a
h,n
c,a
j,n
o,n
o,b
c,h
c,h
d,c
a,f
o,n
h,j
n,k
a,h
f,d
g,l
e,l
j,a
i,b
i,f
l,j
e,k
c,b
l,e
e,b
m,b
m,k
d,j
o,a
l,m
b,h
f,g
b,j
h,g
d,k
j,h
o,i
c,g
n,e
l,o
f,b
b,b
b,f
o,n
m,m
f,a
k,k
c,e
i,o
c,d
n,e
m,i
e,g
e,d
i,c
j,b
d,b
e,g
b,m
g,o
k,a
n,c
n,f
g,e
j,l
o,g
o,h
l,k
i,c
j,m
c,h
n,a
g,d
g,i
g,d
c,c
e,b
f,o
j,n
e,o
h,o
i,l
k,m
f,n
l,c
h,k
d,a
j,h
a,m
m,l
l,a
k,e
e,h
j,f
f,c
f,b
l,c
d,a
f,a
d,f
e,i
f,e
k,k
h,k
l,c
n,g
n,e
f,g
b,k
d,i
c,e
f,n
l,h
c,c
f,i
c,o
f,o
i,m
f,c
o,c
g,n
k,b
c,n
m,f
j,m
f,o
l,b
l,m
n,o
h,b
c,f
f,g
g,o
n,c
n,e
h,m
l,b
i,c
c,o
k,j
l,k
n,g
d,l
i,d
g,i
h,a
l,f
g,n
e,l
l,a
i,o
o,b
a,e
h,k
l,l
a,h
b,l
i,k
f,f
e,i
n,h
c,b
g,d
h,m
k,k
h,a
n,m
m,j
o,a
i,i
g,a
f,e
d,h
b,b
m,h
e,g
m,b
j,h
f,d
a,k
g,i
g,m
f,k
f,f
a,o
m,m
j,l
k,b
n,f
c,j
h,a
m,l
j,h
o,a
g,o
b,l
j,j
f,j
h,l
n,k
n,c
o,e
f,a
e,l
d,f
g,o
l,j
d,i
n,f
j,b
g,a
h,i
b,m
e,e
e,o
h,l
n,k
b,e
i,i
j,j
a,i
a,d
l,h
a,a
b,k
e,i
g,h
l,m
n,n
g,c
d,d
f,l
a,b
l,m
e,c
f,d
l,g
a,o
k,b
j,e
o,i
c,a
g,g
c,c
k,n
i,k
n,b
g,g
i,d
m,k
o,a
i,g
h,d
k,k
i,f
e,k
c,g
k,j
i,g
o,g
i,b
e,e
d,h
g,h
m,o
g,l
d,m
h,h
i,k
d,b
e,g
a,l
f,h
f,o
j,d
d,b
k,h
o,h
e,o
l,g
o,c
h,j
f,c
b,f
e,b
o,g
g,e
m,i
c,n
g,h
a,f
n,f
e,h
